"site","unit","id","RM","RMtext","RMcryst","RMcolour","cortex","cortype","alteration","class","subtype","form","orient","coretool","coreuse","type","RM2","assem","region","mis","mis2","levrem","mgmnt2","mgmnt","hier","plane","hinge","scarpat","latflkshp","termscar","latflkshp2","termshape","scarpat2","coreplats","cortcat","cof","lev","stage","form2","RM3","lat3","lat2","lat3.1","notesform","notes","notes2","lat","coresurfs","coreplats2","debdir","scardir","platfacets","totscar","epa","mld","maxw","maxth","length","proxw","medw","distw","medth","scarl","scarmaxw","scarproxw","scarmidw","scardistw","weight","cort","orient2","ss","elong","flat","flat2","flatstn","convg","scarelong","scarconvg","scratio","sdi"
"AHS","L6.S10W6","03.1975","Rhyolite","Fine","Apanaphic","Purple","11-40%","Cobble","Weathered","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Preferential","Lateral","Lateral","Vol&Tech","Parallel","Intermediate","Subcentrip&Pref","Parallel","Overshot","Parallel","Indet","Subcentripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","","Clear lat prep, dist removed by overshot. Flat flking surf","Red/brown fine volc. Tortise shell shape.",5.26,2,0,1,3,4,22,65,56.68,45.48,23.05,56.68,43.13,44.27,25.13,21.48,55.48,37.93,22.47,37.93,23.98,49.4,25,1,37.7738467056909,1.28032527671109,2.63873370577281,58.4083705772812,1.54626482794726,1.7616394747314,1.46269443712101,1.58173477898249,0.978828510938603,8.76765227299791
"AHS","L6.","03.1833","IndetVolc","Intermediate","Apanaphic","Purple","0%",NA,"Fresh","Coretool","PartialDisc","Expedient","Biface","CoreScraper","Flakes","Coretool","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Indet","None","None","No","Indet","Indet","Centripetal","Ovoid","Indet","Ovoid","Indet","Centripetal","Radial","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","","Asym P:D. 50% radial marg, 50% thick plat (3rd face). Dom frm thick plat. flking frm both thick&marg","Failed Steps on deb surf.",5.26,3,0,4,4,2,23,90,44.5,42.29,20.12,35.31,28.71,42.29,27.15,17.24,13.92,26.59,20.13,17.16,12.43,34.8,0,1,29.527332964868,0.834949160558052,2.04814385150812,43.3080017401392,1.46670888940995,1.55764272559853,0.811188811188811,1.38053097345133,0.394222599830076,15.4025431205914
"AHS","L6.S10W6","03.1972","Shale","Fine","Indet","Pink","11-40%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Preferential","CentripPrep","CentripPrep","Vol&Tech","Parallel","Acute","Centrip&Pref","Expanding","Hinge","Expanding","Blunt/Round","Centripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","Large pref scar>50% core length, dist &distLat prep, plus prox left deb?","Preped plat. Lev scr overflaked on left","Core frag?",5.26,2,0,1,2,1,19,85,45.48,34.13,19.56,39.96,34.13,33.5,26.65,14.35,28.68,31.54,16.87,27.08,31.54,31.4,25,1,26.7818596144525,1.19283582089552,2.78466898954704,46.6432055749129,1.74159697072501,1.25703564727955,1.05908419497784,0.85859226379201,0.717717717717718,14.1932977753873
"AHS","L6.","03.1704","IndetVolc","Fine","Indet","Brown","1-10%","Cobble","Patina","Core","NoSubType","Expedient","Radial","Indet","Flakes","Disc","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Indet","CentripOblique","CentripOblique","Vol","Oblique","Acute","Centripetal","Parallel","Feather","Parallel","Indet","Centripetal","Radial","Cortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","Flaking surf=slightly les vol and flatter. Disc, not peaked.","Sinuous margin","slightly worn surf.",5.26,2,0,4,4,2,22,80,60.5,53.59,25.52,48.91,51.03,50.18,37.77,24.53,23,22.65,20.66,22.65,10.62,26.3,5,1,39.1930103925966,0.974691111996811,1.99388503872809,50.0265756216877,1.27641574659796,1.32856764628012,1.01545253863135,2.13276836158192,0.470251482314455,8.96384547014921
"AHS","Surf.3 West","03.1429","Lava","Intermediate","Apanaphic","GreyLt","41-60%","Cobble","Fresh","Core","LevLike","Expedient","Radial","Indet","Blades","AsymDisc","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Recurrent","CentripPrep","CentripPrep","Tech","Parallel","Acute","Subcentripetal","Expanding","Step","Expanding","Blunt/Round","Subcentripetal","Radial","Cortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","Asymdisc with substantial radial flaking on only 1 surf. V Flat. 1 larger, poss prepf flk","Plat surf=marginal flks on 50% circumf & flat","Flat",5.26,1,0,3,3,1,10,65,48.55,42.06,14.14,41.97,32.89,39.27,27.34,10.64,16.67,37.94,14.15,29.92,37.94,24.2,50,1,25.9804797348419,1.06875477463713,3.94454887218045,77.4512171052632,2.98113113752072,1.43635698610095,0.557152406417112,0.788613600421719,0.3971884679533,6.0673651053334
"AHS","L6.","03.1829","Rhyolite","Fine","Apanaphic","Purple","11-40%","Cobble","Fresh","Core","Unstruck","Formal","Radial","Indet","Flakes","AtypLev","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Recurrent","OpposedPrep","OpposedPrep","Vol&Tech","Intermediate","Perpendicular","Centripetal","Parallel","Step","Parallel","Indet","Centripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","Unstruck prepared Lev w opposed prep? No Lev pref flk, but plat& surf prep, hier","Series of steps prep scrs frm main plat. Shea fig 11e","Little flking on cortical Plat, sml scars. v fine volc.",5.26,2,0,4,4,1,23,85,35.43,33.03,14.46,35.63,33.03,30.3,23.67,14.46,10.14,33.03,8.31,9.11,9.98,19.8,25,1,24.9924547576685,1.17590759075908,2.4640387275242,37.3301867219917,1.4936582694238,1.28010139416984,1.11306256860593,0.912825651302605,0.284591636261577,21.3044038055223
"AHS","L6.S10W6","03.1942","Lava","Fine","Apanaphic","Grey","0%",NA,"Patina","Core","NoSubType","Expedient","Radial","Indet","Flakes","Disc","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Indet","CentripOblique","CentripOblique","Tech","Oblique","Acute","Centripetal","Ovoid","Feather","Ovoid","Indet","Centripetal","Radial","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","bi-convex","1 clear plat surf, 1 poss tangent scar, but direction obscure by worn/patina.","Plat abrading or edge damage around don scar plat margin",5.26,2,0,4,4,1,11,60,41.75,34.49,20.85,30.31,31.44,34.49,33.35,16.89,18.98,34.49,13.79,16.59,12.43,18.7,0,1,26.0397170059099,0.87880545085532,1.79455298993487,30.9470663114269,1.18845632248627,1.03418290854573,1.14406268836649,1.33467417538214,0.626195974925767,10.5223696491239
"AHS","L4.S7W7","03.1627","Chert","Fine","Indet","Black","0%",NA,"Fresh","Core","UnidirRecur","Formal","Radial","Indet","Flks&Blds","Levallois","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Recurrent","CentripPrep","CentripPrep","Tech","Parallel","Acute","Centripetal","Ovoid","Feather","Ovoid","Indet","Centripetal","Radial","NonCortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Poss Pref Lev w a short removal and some overflaking  repreparation. Recurr Unidir Lev scars (3)","Clear lat and dist prep (B/C). D scars=old Lev/Deb? C scars=blades. Clear plat prep. thin flat","tortoise, V fine.",5.26,2,0,4,4,4,17,60,41.17,33.37,12.24,41.17,26.9,33.37,18.32,9.22,26.77,33.37,21.97,25.3,21.41,16,0,1,23.3107366618016,1.23374288282889,4.46529284164859,74.5034110629067,3.19609852506259,1.82150655021834,1.05810276679842,1.1816907986922,0.650230750546514,12.3740494637342
"AHS","L6.","03.1925","Chert","Fine","Indet","Brown","11-40%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","AtypLev","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Recurrent","UnidirPrep","Debordant","Vol&Tech","Parallel","Acute","Opposed","Ovoid","Step","Ovoid","Indet","Opposed","Radial","Cortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Lev-like (2 lg oppsed scars, prepped opposed platform","1 deb scars (A), small <5mm retouch-like scars from distHalf of B. V flat disc","",5.26,2,0,2,2,3,12,70,37.1,29.98,11.86,37.1,22.29,29.98,26.79,9.99,16.29,22.86,21.03,22.86,19.41,15.2,25,1,22.3146634975783,1.2374916611074,3.71371371371371,55.6685685685686,2.49470795625531,1.1190742814483,0.71259842519685,1.17774343122102,0.439083557951482,10.7888637348529
"AHS","L6.","03.2103","Shale","Fine","Indet","Pink","1-10%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Preferential","CentripPrep","CentripPrep","Vol&Tech","Parallel","Intermediate","Centrip&Pref","Lozenge","Step","Converge","Pointed","Centripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","","Scar <1/2 length. shaping/prep clear. Dom scar plat=1-2 scar. Prep flks oblique","",5.26,2,0,1,4,4,22,85,36.49,35.08,17.73,33.42,35.08,29.82,13.9,15.07,14.49,16.6,10.82,16.6,11.44,15.2,5,1,24.6722701845472,1.12072434607646,2.21765096217651,33.0651758460518,1.34017565464086,2.14532374100719,0.87289156626506,1.45104895104895,0.433572710951526,22.0754007387633
"AHS","L6.","03.2447","Chert","Fine","Indet","Tan","1-10%","Cobble","Fresh","Core","Unstruck.AsymDisc","Formal","Radial","Indet","Flakes","AtypLev","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Indet","CentripPrep","CentripPrep","Vol&Tech","Parallel","Perpendicular","Opposed","Parallel","Feather","Parallel","Indet","Opposed","Radial","Cortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Lev in surf prep or asymD?","Possible Lev scars (opposed) but v obscured by reprep. 1 vert prep plat.","Sml short scars around most of margin=more like prep than planned. Dom=prep.",5.26,2,0,2,4,3,29,85,36.38,28.64,13.79,36.38,24.66,23.55,16.87,11.92,11.29,7.63,7.63,5.89,6.78,13.4,5,1,21.6958475493656,1.5447983014862,3.05201342281879,35.9374580536913,1.65642102581709,1.39596917605216,1.91680814940577,0.868731563421829,0.310335349092908,33.8488868968624
"AHS","L6/7.S7W5","03.2087","Chalcedony","Fine","Indet","White","11-40%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","AtypLev","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Preferential","Lateral","Lateral","Vol&Tech","Parallel","Acute","Subcentrip&Pref","Ovoid","Step","Ovoid","Indet","Subcentripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Atyp Lev.","Asym(Thick Dist, thin Prox, acute angle/plat, but 1 main scar and lateral prep.","Dom Scr part oblit by prep scars. Dom scr plat plain, but adjacent to 85-90 deg plat (missed strike)",5.26,2,0,1,3,5,16,55,33.39,33.05,16.83,26.66,28.18,33.05,24.1,11.93,19.77,33.05,21.77,23.28,14.88,13.1,25,1,21.9057108533212,0.806656580937973,2.23470243084661,36.9284576697401,1.68579134076087,1.37136929460581,0.849226804123711,1.56451612903226,0.741560390097524,18.1588513618571
"AHS","L6.S7W3","03.2577","Chert","Fine","Indet","Multi","0%",NA,"Fresh","Core","OpposedRecur","Formal","Radial","Indet","Flakes","Levallois","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Recurrent","CentripPrep","CentripPrep","Vol&Tech","Parallel","Intermediate","Centripetal","Expanding","Step","Expanding","Blunt/Round","Centripetal","Radial","NonCortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Classic Lev, except scars=sml. Lgest scars opposed","Many failed & overlapping step terms (at least 2). V reg sml marginal prep.","teardrop plan shape, tortoise sectionshp.  tan/brown mottled. Clear plat section with regular prep",5.26,2,0,4,4,7,21,75,33.3,27.45,15.26,32.95,26.58,27.45,11.96,13.33,12.34,21.18,11,7.93,8.13,12.7,0,1,22.9302772443715,1.20036429872495,2.47186796699175,33.9263878469617,1.47954547105571,2.29515050167224,1.55611601513241,0.97539975399754,0.374506828528073,23.2178246556714
"AHS","L6.S7W3","03.2441","Chert","Fine","Indet","Tan","11-40%","Cobble","Weathered","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Preferential","CentripPrep","CentripPrep","Vol&Tech","Parallel","Acute","Centrip&Pref","Parallel","Feather","Parallel","Indet","Centripetal","Radial","Cortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Irreg Lev (Shp/angle, but clear Lat&dist (D/C) prep","Shea fig11c. Maybe Core scraper (fine surf prep on protuding convex edge). 1/2 cortical plat.","ThickL-thinR. worn dor surf. Oval or paral scar. Primary plat with facet. 1 main scar, part obsscure",5.26,2,0,1,4,4,14,65,33.14,28.83,16.98,31.54,21.63,28.83,19.5,14.51,23.92,28.83,13.24,16.66,12.48,12.3,25,1,23.6296840413247,1.09399930627818,2.1736733287388,31.3335010337698,1.32602285239922,1.47846153846154,1.43577430972389,1.3349358974359,0.758402029169309,15.3964892925115
"AHS","L6.","03.1698","Rhyolite","Fine","Indet","Black","0%",NA,"Fresh","Core","AsymDisc","Expedient","Radial","Indet","Flakes","AsymDisc","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Indet","None","None","No","Indet","Indet","Perpendicular","Parallel","Feather","Parallel","Indet","Subcentripetal","Radial","NonCortical","Core-on-Flake","NonLev",NA,"Expedient","Lava","North","North","North","Lava or Ryolite?","Simple radial flking on plat. Deb surf=ventral.","",5.26,2,0,2,2,1,3,50,37.04,33.34,13.26,33.88,23.64,33.34,29,13.26,20.35,12.23,9.78,12.23,11.5,11.9,0,1,24.6500331164601,1.01619676064787,2.55505279034691,42.592730015083,1.72789747639899,1.14965517241379,1.66394112837285,1.06347826086957,0.600649350649351,2.6559032939575
"AHS","L6.S11W7","03.2115","Chert","Fine","Indet","Brown","11-40%","Cobble","Fresh","Core","TotSurf","Formal","Radial","Indet","Flakes","AtypLev","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Preferential","None","None","Vol&Tech","Parallel","Intermediate","Unidirectional","Expanding","Overshot","Expanding","Blunt/Round","Unidirectional","Radial","Cortical","Nodule","Levallois",NA,"Formal","CCS","North","North","North","Lev? Total surf scar rm whole flking surf","Dom scar plat=2 facets.","Silicified wood?  Sml Core",5.26,2,0,1,1,4,12,70,29.87,29.21,16.16,25.29,26.9,29.21,25.75,11.06,24.73,29.21,26.54,28.76,23.29,10.9,25,1,20.1408828985757,0.865799383772681,2.28661844484629,33.3960623869801,1.65812306020318,1.13436893203884,0.859874826147427,1.23486474881924,0.977856860419138,16.2442946991211
"AHS","L6.","03.2401","Chert","Fine","Indet","White","11-40%","Cobble","Fresh","Core","NoSubType","Expedient","Radial","Indet","Flakes","AsymDisc","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Indet","CentripPrep","CentripPrep","Vol&Tech","Parallel","Intermediate","Centripetal","Expanding","Step","Expanding","Blunt/Round","Centripetal","Radial","Cortical","Nodule","NonLev",NA,"Expedient","CCS","North","North","North","","No Lev rem, but radial LeftSurf prep (short scrs) &pref/steep plat. 4 failed steps (A:D) to rm knob.","Plat mostly cortical, more scrs on/adjcent to vert plat. Tortoise shape",5.26,2,0,4,4,1,19,85,36.57,24.83,12.99,36.57,15.82,24.83,10.15,9.94,9.03,12.8,7.24,9.84,12.8,10.6,25,1,20.8207333126722,1.47281514297221,3.67907444668008,45.6757092555332,2.19376083299302,2.44630541871921,0.917682926829268,0.76875,0.246923707957342,20.9243473613462
"AHS","L6.","03.2567","Shale","Fine","Indet","Pink","0%",NA,"Fresh","Core","NoSubType","Formal","Radial","Indet","Point","AtypLev","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Preferential","CentripPrep","CentripPrep","Vol&Tech","Parallel","Acute","Centrip&Pref","Ovoid","Feather","Ovoid","Indet","Centripetal","Radial","NonCortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","AtypLev core. Point core?","Some surf prep (D/C), sml-ish dom scar (long, thin). No plat shaping, each plat plane-single scar.","Base=triangular/pyrmd.",5.26,2,0,1,4,2,12,70,30.42,25.3,18.48,30.73,21.82,25.3,24.44,13.66,21.51,25.3,10.95,12.91,7.42,10.6,0,1,21.9808556181343,1.21462450592885,2.24963396778917,28.4578696925329,1.29466614889436,1.03518821603928,1.66615027110767,1.73989218328841,0.6999674585096,15.434699004076
"AHS","L6.S10W6","03.1957","IndetCrypto","Fine","Indet","Black","0%",NA,"Fresh","Core","LevLike","Expedient","Radial","Indet","Flakes","Disc","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Recurrent","CentripPrep","CentripPrep","Tech","Parallel","Acute","Centripetal","Expanding","Feather","Expanding","Blunt/Round","Centripetal","Radial","NonCortical","Nodule","NonLev","Exhausted","Expedient","CCS","North","North","North","Intermed b/w Lev and disc. Recurrent vcentrip. V flat/thin. Shea fig 11g","Disc morph w platprep on almost 1/2 of circ (A) & smlstep scars from here on debsur over dom' scar.","V fine.~1/3 platsur cortical. Large scars=almost opposed patterning",5.26,2,0,4,4,1,15,60,35.84,35.73,10.28,30.73,26.62,34.46,28.53,8.38,16.98,35.73,6.73,14.81,12.36,9.8,0,1,20.7033496753563,0.891758560650029,3.66706443914081,63.1835202863962,3.0518501246011,1.20785138450754,1.14652261985145,1.19822006472492,0.55255450699642,14.1648971562364
"AHS","L6.S8W6","03.2363","IndetVolc","Fine","Apanaphic","Green","0%",NA,"Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","Levallois","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Preferential","CentripPrep","CentripPrep","Vol&Tech","Parallel","Intermediate","Centrip&Pref","Parallel","Feather","Parallel","Indet","Centripetal","Radial","NonCortical","Nodule","Levallois",NA,"Formal","Lava","North","North","North","","Dom=overshot on LftLat,Lgth truncated by medScr across dist wdth. Sml reg Prox/MedRt & MedLft prep.","V fine volcanic RM, smal crystals Blue/Green/grey. Tortise shell shape. Last scarL15.88",5.26,2,0,1,4,3,19,70,34.68,21.38,13.71,34.67,16.77,21.38,11.02,13.33,23.4,21.38,8.39,15.91,14.61,8.8,0,1,21.4583947653184,1.62160898035547,2.60090022505626,27.8036234058515,1.29569912893896,1.94010889292196,1.47077309868008,1.08898015058179,0.674935102394,25.6325644733196
"AHS","Surf. Block4","03.1269","IndetVolc","Fine","Apanaphic","Red","0%",NA,"Fresh","Core","AsymDisc","Expedient","Radial","Indet","Flakes","AsymDisc","Lava","AHS.Lava","OmoKibish","MIS7","MIS7/8","Indet","None","None","No","Indet","Indet","Centripetal","Ovoid","Feather","Ovoid","Indet","Centripetal","Radial","NonCortical","Core-on-Flake","NonLev",NA,"Expedient","Lava","North","North","North","","Main deb surf=Dors, 2 med/lge flks on vent. Mostly flks from lat margins. Flk plat=faceted(3)","V fine volc",5.26,2,0,4,4,1,14,70,30.06,29.46,10.47,23.63,26.19,29.46,24.56,10.47,7.57,10.82,5.63,10.82,8.88,8.4,0,1,19.3886564446292,0.802104548540394,2.25692454632283,33.2444985673352,1.71463652792425,1.19951140065147,0.699630314232902,1.21846846846847,0.320355480321625,20.110903011148
"AHS","Surf.5-10","03.1686","IndetCrypto","Fine","Indet","GreyDk","0%",NA,"Fresh","Core","AsymDisc","Expedient","Radial","Indet","Flakes","AsymDisc","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Indet","None","None","No","Indet","Acute","Centripetal","Parallel","Step","Parallel","Indet","Centripetal","Radial","NonCortical","Core-on-Flake","NonLev",NA,"Expedient","CCS","North","North","North","Flaked on ventral on  all 4 'sides if circumf, but with minimal/small removals","Plat=DorSurf, 12 scrs (but only 3-4 w inits/from core). Deb surf=isolated short scars fm each Lat","Shale? Rhyolite? Plat thinnined on Dor, other plats 65-75 approx",5.26,1,0,4,4,2,8,50,33.14,28.63,10.36,25.44,24.79,28.63,23.66,10.36,11.63,16.26,16.26,15.52,14.08,7.7,0,1,19.6139954463025,0.888578414250786,2.45559845559846,35.1518918918919,1.79218415687552,1.21005917159763,0.749355670103093,1.10227272727273,0.457154088050314,10.9837725743986
"AHS","L4.S7W7","03.1602","Jasper","Fine","Indet","Orange","11-40%","Cobble","Fresh","Core","NoSubType","Expedient","Radial","Indet","Blades","AsymDisc","CCS","AHS.CCS","OmoKibish","MIS7","MIS7/8","Indet","Tangent","Tangent","Vol&Tech","Parallel","Acute","Opposed","Parallel","Step","Parallel","Indet","Opposed","Radial","Cortical","Nodule","NonLev",NA,"Expedient","CCS","North","North","North","Triangular.","Poss split on RtLat (1 lge scar). Flat deb surf with A scars all over 50% length. Cort=left","Plat facets=all scars on face. Changed from chalced/Wht-looks v orange(Translucent with brown bits?)",5.26,2,0,2,2,5,11,70,27.24,24.12,13.05,23.22,24.12,18.64,9.24,12.6,15.55,8.14,6.73,8.14,7.07,5,25,1,17.6019002769128,1.24570815450644,1.84285714285714,17.1754285714286,0.975771269080325,2.01731601731602,1.91031941031941,1.15134370579915,0.669681309216193,25.4146750803104
"Aladi","Late MSA Levels","E411","Lava","Coarse","Porphoritic","GreyDk","11-40%","Cobble","Weathered","Core","NoSubType","Expedient","Radial","Indet","Flakes","PartialDisc","Lava","Aladi.Lava","S.Afar","MIS3","MIS3/4","Indet","None","None","Volume","Oblique","Intermediate","Subcentripetal","Ovoid","Feather","Ovoid","Indet","Subcentripetal","Radial","Cortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","Casual partial asym radial core, just a few removals","Split 1/2 cobble with a few radial removals","",9.25,1,0,3,3,1,13,90,92.44,85.39,40.39,90.58,77.92,84.68,60.39,38.58,27.71,85.39,17.03,17.83,11.91,436,25,1,66.638487251331,1.06967406707605,2.34784862623121,99.4079108346293,1.49174921182869,1.40221891041563,1.55412226584408,1.49706129303107,0.305917421064253,1.69484578102822
"Aladi","Late MSA Levels","E411","Lava","Intermediate","Apanaphic","GreyDk","1-10%","Cobble","Fresh","Core","NoSubType","Formal","Radial","Indet","Flakes","AsymDisc","Lava","Aladi.Lava","S.Afar","MIS3","MIS3/4","Indet","Indet","Indet","Vol&Tech","Oblique","Perpendicular","Opposed","Ovoid","Feather","Ovoid","Indet","Opposed","Radial","Cortical","Nodule","NonLev",NA,"Formal","Lava","North","North","North","3/4 radial flaked w tech&vol hier, lge flk >50%lgth, no plat prep, unclear surf prep-possible","Poss lat and dist mngmt. Assym partial disc (3/4) with some Lev characteristics. ""Lev"" surf=flatter","1 lge-ish main flk from debitage surf",9.25,2,0,2,2,1,18,90,78.64,69.93,63.47,75.2,58.2,64.66,55.31,59.14,47.13,69.93,26.64,35.62,20.6,360,5,1,66.0052206216245,1.163006495515,1.27155901251268,41.109502874535,0.62282199025128,1.16904718857349,1.32313307130825,1.72912621359223,0.626728723404255,3.70185125468079
"Aladi","Late MSA Levels","E411","Rhyolite","Intermediate","Porphoritic","Grey","0%",NA,"Fresh","Core","NoSubType","Expedient","Broadface","Indet","Blades","MultiPlat","Lava","Aladi.Lava","S.Afar","MIS3","MIS3/4","Indet","None","None","No","Indet","Intermediate","Other","Parallel","Feather","Parallel","Indet","Other","4","NonCortical","Nodule","NonLev",NA,"Expedient","Lava","North","North","North","elongated blocky chunk flaked from multiple directions","Flaked y exploiting natural angles of block. Lge & med semi parallel blades","",9.25,3,4,1,0,1,18,90,110.56,61.92,51.19,110.53,37.15,53.3,35.71,43.01,68.82,61.92,19.61,36.03,36.9,282,0,0,63.2789028379243,2.07373358348968,2.56986747268077,68.4869681469426,1.08230334401274,1.49257910949314,1.91007493755204,0.976422764227642,0.622636388310866,3.05537925828632
"Aladi","E266","056","Lava","Intermediate","Apanaphic","Grey","0%",NA,"Fresh","Core","NoSubType","Formal","Broadface","Indet","Blades","SinglePlat","Lava","Aladi.Lava","S.Afar","MIS3","MIS3/4","Indet","Ridge","FrontRidge","No","Indet","Acute","Unidirectional","Parallel","Feather","Parallel","Indet","Unidirectional","1","NonCortical","Nodule","NonLev",NA,"Formal","Lava","North","North","North","","simple blade. 5 lge blade removals","Blocky. rectang core,",9.25,1,1,1,1,3,16,90,59.35,43.17,30.17,59.15,39.89,43.17,31.43,25,55.27,43.17,15.99,18.16,10.36,92.19,0,0,39.9661458346373,1.3701644660644,2.366,51.07011,1.2778342503004,1.37352847597836,3.04350220264317,1.75289575289575,0.934404057480981,6.26589603977747
"Aladi","E266","064","Lava","Fine","Apanaphic","Grey","1-10%","Indet","Fresh","Core","AsymDisc","Expedient","Radial","Indet","Flakes","AsymDisc","Lava","Aladi.Lava","S.Afar","MIS3","MIS3/4","Indet","None","None","No","Indet","Indet","Centripetal","Expanding","Hinge","Expanding","Blunt/Round","Centripetal","Radial","Cortical","Core-on-Flake","NonLev",NA,"Expedient","Lava","North","North","North","label=core-on-flk. unclear.","No vent flking. poss vent init scars on dor, not clear. Thick flk","Poss just flk; MLD=Flk techL, TechL=FlkMedW, FLkDistW=37.77, Flk plat=broken/crushed",9.25,1,0,4,3,1,10,50,70.78,71.44,16.68,47.99,54.73,70.28,52.24,14.58,17.1,71.44,12.19,21.91,19.24,66.9,5,1,36.6364464141791,0.682840068298236,3.29149519890261,115.663141289438,3.15705131392529,1.34532924961715,0.780465540848927,1.13877338877339,0.356324234215462,2.96495084170803
"Aladi","E266","046","Chert","Fine","Indet","Brown","1-10%","Outcrop","Fresh","Core","OpposedPlat","Expedient","Broadface","Indet","Flakes","OpposedPlat","CCS","Aladi.CCS","S.Afar","MIS3","MIS3/4","Indet","Indet","Indet","No","Indet","Indet","Opposed","Parallel","Hinge","Parallel","Indet","Opposed","2","Cortical","Core-on-Flake","NonLev",NA,"Expedient","CCS","North","North","North","Label=multidir core, C-on-flk w cort plat.","Vent=deb surf, unidir. Coreplat=flk dist. Platsurf=flk dor ScrSurf.","FlkDor=mostly uni (6 scars+1B+1D), Subccentrp. Multidir but but mostly opp/approachg rad.",9.25,2,2,2,1,2,13,70,56.86,45.16,19.33,49.17,44.17,44.64,38.51,18.12,23.07,45.16,17.54,18.84,18.56,55.1,5,0,34.1345510992673,1.10147849462366,2.7135761589404,60.5670198675497,1.77436110676873,1.15917943391327,1.22452229299363,1.01508620689655,0.469188529591214,5.92268940396241
"Aladi","E266","057","Rhyolite","Fine","Porphoritic","Brown","0%",NA,"Fresh","Core","NoSubType","Formal?","Broadface","Indet","Flks&Blds","OpposedPlat","Lava","Aladi.Lava","S.Afar","MIS3","MIS3/4","Indet","Ridge","LatRidge","No","Indet","Acute","Opposed","Parallel","Feather","Parallel","Indet","Opposed","2","NonCortical","Nodule","NonLev",NA,"Formal","Lava","North","North","North","","slightly convergent core with opposed plat, lge scars, mostly blades","",9.25,1,2,2,2,2,20,80,54.13,41.74,21.67,54.13,24.24,36.53,41.74,18.19,37.61,41.74,9.41,12.36,6.5,52.27,0,0,33.0095902004577,1.48179578428689,2.9758108851017,54.3531858163826,1.64658771848761,0.875179683756588,3.04288025889968,1.90153846153846,0.694808793644929,10.1144505711605
